"record_id","redcap_survey_identifier","surveysession1_timestamp","age","gender","chatbot_frequency","mental_effort","g1_construct_answer","g2_understand_topic","g3_selfexplain","g4_trust","g5_prompt_selfexplain","g6_mechanisms_case","g7_recommend","g8_boring","g9_person","arcs1","arcs2","arcs3","arcs4","arcs5","arcs6","arcs7","arcs8","arcs9","arcs10","arcs11","arcs12","surveysession1_complete","demo_complete","scales_complete","fully_complete","g8_boring_rev","g9_person_rev","chatbot_eval_score","arcs_attention_score","arcs_relevance_score","arcs_confidence_score","arcs_satisfaction_score","arcs_total_score","gender_label","frequency_label","usage_high_low"
261,NA,"[not completed]",20,2,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,"Male","Multiple times/week","High"
262,NA,"[not completed]",20,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,"Male","Multiple times/week","High"
263,NA,"2025/9/29 18:21",18,2,5,2,4,3,4,4,4,3,4,2,4,4,3,2,4,4,4,2,4,4,3,4,4,2,TRUE,TRUE,TRUE,4,2,3.55555555555556,3,4,3.33333333333333,3.66666666666667,3.5,"Male","Multiple times/week","High"
264,NA,"2025/9/29 18:22",23,1,3,5,5,4,5,4,5,5,4,1,4,4,5,4,5,5,4,3,4,4,3,4,4,2,TRUE,TRUE,TRUE,5,2,4.33333333333333,4.33333333333333,4.66666666666667,3.66666666666667,3.66666666666667,4.08333333333333,"Female","About once/month","Low"
265,NA,"2025/9/29 18:22",18,2,4,3,5,4,5,4,5,5,5,2,5,3,4,4,5,5,3,4,4,5,2,2,2,2,TRUE,TRUE,TRUE,4,1,4.22222222222222,3.66666666666667,4.33333333333333,4.33333333333333,2,3.58333333333333,"Male","About once/week","High"
266,NA,"2025/9/29 18:22",18,1,3,5,4,5,5,5,5,5,5,1,1,4,4,5,4,5,5,5,5,5,5,5,5,2,TRUE,TRUE,TRUE,5,5,4.88888888888889,4.33333333333333,4.66666666666667,5,5,4.75,"Female","About once/month","Low"
267,NA,"2025/9/29 18:22",18,1,1,4,4,4,4,4,4,4,3,3,1,4,3,4,4,4,3,4,3,4,4,4,3,2,TRUE,TRUE,TRUE,3,5,3.88888888888889,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,"Female","Never","Low"
268,NA,"2025/9/29 18:22",19,1,6,3,4,5,5,5,5,5,5,1,2,4,4,4,4,4,4,4,4,4,4,4,5,2,TRUE,TRUE,TRUE,5,4,4.77777777777778,4,4,4,4.33333333333333,4.08333333333333,"Female","Daily","High"
269,NA,"2025/9/29 18:22",18,1,5,5,4,4,4,3,4,4,4,1,3,4,4,4,4,4,4,4,3,4,5,5,3,2,TRUE,TRUE,TRUE,5,3,3.88888888888889,4,4,3.66666666666667,4.33333333333333,4,"Female","Multiple times/week","High"
270,NA,"2025/9/29 18:22",17,1,1,6,4,4,3,2,5,4,2,1,4,4,4,2,3,2,2,3,3,4,2,2,2,2,TRUE,TRUE,TRUE,5,2,3.44444444444444,3.33333333333333,2.33333333333333,3.33333333333333,2,2.75,"Female","Never","Low"
271,NA,"2025/9/29 18:22",19,1,3,6,4,5,3,5,3,4,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,TRUE,TRUE,TRUE,5,5,4.33333333333333,4,4,4,4,4,"Female","About once/month","Low"
272,NA,"2025/9/29 18:23",20,1,5,7,4,4,3,2,5,4,4,3,4,3,4,3,4,4,4,4,4,4,3,3,3,2,TRUE,TRUE,TRUE,3,2,3.44444444444444,3.33333333333333,4,4,3,3.58333333333333,"Female","Multiple times/week","High"
273,NA,"[not completed]",19,1,3,6,5,4,5,2,3,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,3,2,3.66666666666667,3.33333333333333,4,4,3,3.58333333333333,"Female","About once/month","Low"
274,NA,"2025/9/29 18:28",18,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,TRUE,TRUE,TRUE,2,2,3.55555555555556,4,4,4,4,4,"Female","About once/week","High"
275,NA,"2025/9/29 18:39",18,1,5,6,4,3,4,4,4,4,5,2,2,2,2,4,3,4,3,4,4,3,2,3,4,2,TRUE,TRUE,TRUE,4,4,4,2.66666666666667,3.33333333333333,3.66666666666667,3,3.16666666666667,"Female","Multiple times/week","High"
276,NA,"2025/9/29 18:36",21,2,5,5,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,TRUE,TRUE,TRUE,2,2,3.22222222222222,4,3.66666666666667,4,4,3.91666666666667,"Male","Multiple times/week","High"
277,NA,"2025/9/29 18:39",19,2,5,3,3,1,2,4,5,3,1,3,4,3,2,1,4,4,2,2,4,2,2,2,2,2,TRUE,TRUE,TRUE,3,2,2.66666666666667,2,3.33333333333333,2.66666666666667,2,2.5,"Male","Multiple times/week","High"
278,NA,"2025/9/29 18:37",20,1,5,3,3,4,3,2,4,4,3,2,1,3,2,1,4,4,3,3,2,4,3,3,3,2,TRUE,TRUE,TRUE,4,5,3.55555555555556,2,3.66666666666667,3,3,2.91666666666667,"Female","Multiple times/week","High"
279,NA,"2025/9/29 18:38",19,2,5,6,3,2,3,2,4,3,1,3,2,1,1,1,4,4,1,1,2,4,1,2,2,2,TRUE,TRUE,TRUE,3,4,2.77777777777778,1,3,2.33333333333333,1.66666666666667,2,"Male","Multiple times/week","High"
280,NA,"2025/9/29 18:37",18,1,2,5,3,2,3,2,3,3,2,2,4,3,3,3,3,3,3,3,3,3,2,2,2,2,TRUE,TRUE,TRUE,4,2,2.66666666666667,3,3,3,2,2.75,"Female","Less than once/month","Low"
281,NA,"2025/9/29 18:37",19,2,1,5,3,3,3,3,3,3,4,3,4,4,4,3,3,4,3,3,4,4,4,4,4,2,TRUE,TRUE,TRUE,3,2,3,3.66666666666667,3.33333333333333,3.66666666666667,4,3.66666666666667,"Male","Never","Low"
282,NA,"2025/9/29 18:38",19,1,1,4,4,3,5,3,5,4,3,3,4,3,3,3,4,5,3,4,4,3,4,3,3,2,TRUE,TRUE,TRUE,3,2,3.55555555555556,3,4,3.66666666666667,3.33333333333333,3.5,"Female","Never","Low"
283,NA,"2025/9/29 18:39",19,1,5,6,2,2,4,4,4,4,3,3,4,3,3,3,4,4,3,4,3,3,3,2,3,2,TRUE,TRUE,TRUE,3,2,3.11111111111111,3,3.66666666666667,3.33333333333333,2.66666666666667,3.16666666666667,"Female","Multiple times/week","High"
284,NA,"2025/9/29 18:37",19,2,3,5,3,4,3,2,4,3,2,2,1,3,2,3,4,4,2,3,3,2,2,4,2,2,TRUE,TRUE,TRUE,4,5,3.33333333333333,2.66666666666667,3.33333333333333,2.66666666666667,2.66666666666667,2.83333333333333,"Male","About once/month","Low"
285,NA,"2025/9/29 18:37",17,1,6,6,5,3,4,3,3,4,5,1,3,3,4,2,4,4,4,4,4,4,3,3,3,2,TRUE,TRUE,TRUE,5,3,3.88888888888889,3,4,4,3,3.5,"Female","Daily","High"
286,NA,"2025/9/29 18:39",19,2,2,3,4,4,5,5,5,4,4,1,4,4,4,5,4,5,4,5,5,5,4,4,4,2,TRUE,TRUE,TRUE,5,2,4.22222222222222,4.33333333333333,4.33333333333333,5,4,4.41666666666667,"Male","Less than once/month","Low"
287,NA,"2025/9/29 18:38",20,1,1,2,1,3,3,3,1,3,3,3,5,2,2,2,4,3,3,3,3,2,1,2,2,2,TRUE,TRUE,TRUE,3,1,2.33333333333333,2,3.33333333333333,2.66666666666667,1.66666666666667,2.41666666666667,"Female","Never","Low"
288,NA,"2025/9/29 18:37",19,1,6,3,2,2,4,4,3,5,4,1,1,4,4,3,4,4,4,4,4,4,4,5,5,2,TRUE,TRUE,TRUE,5,5,3.77777777777778,3.66666666666667,4,4,4.66666666666667,4.08333333333333,"Female","Daily","High"
289,NA,"2025/9/29 18:38",19,2,5,5,4,4,4,2,3,4,2,4,5,2,3,2,4,3,3,3,2,3,2,3,3,2,TRUE,TRUE,TRUE,2,1,2.88888888888889,2.33333333333333,3.33333333333333,2.66666666666667,2.66666666666667,2.75,"Male","Multiple times/week","High"
290,NA,"2025/9/29 18:38",18,1,1,2,4,3,4,4,4,4,5,2,3,4,4,4,4,3,4,3,3,4,3,4,4,2,TRUE,TRUE,TRUE,4,3,3.88888888888889,4,3.66666666666667,3.33333333333333,3.66666666666667,3.66666666666667,"Female","Never","Low"
291,NA,"[not completed]",19,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,"Female","Daily","High"
292,NA,"2025/9/29 18:40",20,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,TRUE,TRUE,TRUE,1,1,4.11111111111111,5,5,5,5,5,"Female","Never","Low"
293,NA,"2025/9/29 18:40",17,1,4,5,4,4,4,4,4,4,4,2,3,4,4,4,4,5,4,4,4,4,5,5,5,2,TRUE,TRUE,TRUE,4,3,3.88888888888889,4,4.33333333333333,4,5,4.33333333333333,"Female","About once/week","High"
294,NA,"2025/9/29 18:43",18,1,4,5,2,4,4,3,4,4,3,2,1,3,4,2,4,4,3,4,4,3,2,2,2,2,TRUE,TRUE,TRUE,4,5,3.66666666666667,3,3.66666666666667,3.66666666666667,2,3.08333333333333,"Female","About once/week","High"
295,NA,"2025/9/29 18:50",19,1,1,5,4,4,4,5,3,4,3,3,4,2,2,2,4,4,4,4,4,4,1,1,2,2,TRUE,TRUE,TRUE,3,2,3.55555555555556,2,4,4,1.33333333333333,2.83333333333333,"Female","Never","Low"
296,NA,"2025/9/29 18:55",23,2,5,5,4,4,4,4,5,4,4,2,3,4,4,4,3,4,3,4,4,4,4,4,1,2,TRUE,TRUE,TRUE,4,3,4,4,3.33333333333333,4,3,3.58333333333333,"Male","Multiple times/week","High"
297,NA,"2025/9/29 19:01",18,2,5,4,4,3,4,4,4,4,5,3,2,3,3,3,5,4,4,3,4,4,4,3,3,2,TRUE,TRUE,TRUE,3,4,3.88888888888889,3,4.33333333333333,3.66666666666667,3.33333333333333,3.58333333333333,"Male","Multiple times/week","High"
298,NA,"2025/9/29 19:09",18,1,4,7,3,4,5,4,2,4,3,3,2,3,4,3,3,3,2,3,3,2,3,4,4,2,TRUE,TRUE,TRUE,3,4,3.55555555555556,3.33333333333333,2.66666666666667,2.66666666666667,3.66666666666667,3.08333333333333,"Female","About once/week","High"
299,NA,"2025/9/29 19:10",19,1,3,3,5,5,5,5,4,5,5,3,4,4,4,2,4,4,4,4,4,4,2,3,3,2,TRUE,TRUE,TRUE,3,2,4.33333333333333,3.33333333333333,4,4,2.66666666666667,3.5,"Female","About once/month","Low"
300,NA,"2025/9/29 19:10",18,1,3,5,2,2,3,3,2,3,3,5,4,2,4,3,3,3,3,3,3,3,3,1,1,2,TRUE,TRUE,TRUE,1,2,2.33333333333333,3,3,3,1.66666666666667,2.66666666666667,"Female","About once/month","Low"
301,NA,"2025/9/29 19:11",18,1,3,5,4,2,4,3,4,4,3,4,5,2,3,2,4,4,4,2,3,2,1,1,2,2,TRUE,TRUE,TRUE,2,1,3,2.33333333333333,4,2.33333333333333,1.33333333333333,2.5,"Female","About once/month","Low"
302,NA,"2025/9/29 19:10",19,1,5,7,4,4,4,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,TRUE,TRUE,TRUE,3,3,3.66666666666667,3.33333333333333,4,4,3.66666666666667,3.75,"Female","Multiple times/week","High"
303,NA,"[not completed]",20,1,5,3,3,4,4,5,3,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,3,2,3.33333333333333,3.33333333333333,4,4,3,3.58333333333333,"Female","Multiple times/week","High"
304,NA,"2025/9/29 19:12",20,2,5,5,3,4,4,2,4,3,2,3,4,3,3,3,2,3,2,3,3,2,2,3,3,2,TRUE,TRUE,TRUE,3,2,3,3,2.33333333333333,2.66666666666667,2.66666666666667,2.66666666666667,"Male","Multiple times/week","High"
305,NA,"2025/9/29 19:35",18,1,1,5,2,5,3,3,4,5,5,5,1,3,5,3,2,2,4,4,5,4,3,3,5,2,TRUE,TRUE,TRUE,1,5,3.66666666666667,3.66666666666667,2.66666666666667,4.33333333333333,3.66666666666667,3.58333333333333,"Female","Never","Low"
306,NA,"2025/9/29 19:37",18,1,1,6,4,4,4,3,4,2,3,2,3,3,2,3,4,2,3,2,2,1,2,2,2,2,TRUE,TRUE,TRUE,4,3,3.44444444444444,2.66666666666667,3,1.66666666666667,2,2.33333333333333,"Female","Never","Low"
307,NA,"2025/9/29 19:35",19,1,1,2,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,2,TRUE,TRUE,TRUE,2,3,3.66666666666667,3.66666666666667,4,4,3.33333333333333,3.75,"Female","Never","Low"
308,NA,"[not completed]",18,2,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,"Male","Daily","High"
309,NA,"2025/9/29 19:35",19,2,3,6,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,4,3,4,5,3,2,2,TRUE,TRUE,TRUE,2,2,3.55555555555556,5,4.33333333333333,3.66666666666667,3.33333333333333,4.08333333333333,"Male","About once/month","Low"
310,NA,"2025/9/29 19:36",20,1,5,3,2,3,3,5,4,4,3,2,1,3,2,3,3,4,4,3,4,4,4,4,4,2,TRUE,TRUE,TRUE,4,5,3.66666666666667,2.66666666666667,3.66666666666667,3.66666666666667,4,3.5,"Female","Multiple times/week","High"
311,NA,"2025/9/29 19:36",19,2,2,5,4,4,3,4,5,4,3,2,5,5,5,4,5,5,4,5,4,4,4,4,4,2,TRUE,TRUE,TRUE,4,1,3.55555555555556,4.66666666666667,4.66666666666667,4.33333333333333,4,4.41666666666667,"Male","Less than once/month","Low"
312,NA,"2025/9/29 19:36",18,2,5,3,3,3,4,3,4,3,4,2,3,4,4,3,2,2,2,3,2,4,4,3,3,2,TRUE,TRUE,TRUE,4,3,3.44444444444444,3.66666666666667,2,3,3.33333333333333,3,"Male","Multiple times/week","High"
313,NA,"2025/9/29 19:37",19,1,1,7,5,3,4,4,4,3,2,3,1,3,4,2,4,4,3,3,4,3,3,3,3,2,TRUE,TRUE,TRUE,3,5,3.66666666666667,3,3.66666666666667,3.33333333333333,3,3.25,"Female","Never","Low"
314,NA,"2025/9/29 19:37",18,1,5,4,4,4,4,5,4,3,4,1,2,5,4,4,5,4,4,4,4,4,4,4,5,2,TRUE,TRUE,TRUE,5,4,4.11111111111111,4.33333333333333,4.33333333333333,4,4.33333333333333,4.25,"Female","Multiple times/week","High"
315,NA,"2025/9/29 19:38",20,1,4,3,3,5,5,3,1,4,4,2,5,3,4,2,3,5,3,5,4,4,1,3,3,2,TRUE,TRUE,TRUE,4,1,3.33333333333333,3,3.66666666666667,4.33333333333333,2.33333333333333,3.33333333333333,"Female","About once/week","High"
316,NA,"2025/9/29 19:47",19,1,6,5,3,4,2,4,3,2,3,4,3,3,4,2,3,3,3,2,4,3,2,3,3,2,TRUE,TRUE,TRUE,2,3,2.88888888888889,3,3,3,2.66666666666667,2.91666666666667,"Female","Daily","High"
317,NA,"2025/9/29 19:48",19,1,4,5,5,5,4,3,3,3,3,3,2,3,3,3,2,4,2,5,5,4,2,3,4,2,TRUE,TRUE,TRUE,3,4,3.66666666666667,3,2.66666666666667,4.66666666666667,3,3.33333333333333,"Female","About once/week","High"
318,NA,"2025/9/29 19:51",18,2,4,5,3,2,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,TRUE,TRUE,TRUE,3,3,3,2.66666666666667,3,2.66666666666667,3,2.83333333333333,"Male","About once/week","High"
319,NA,"2025/9/29 19:51",19,1,3,5,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,TRUE,TRUE,TRUE,3,4,3.22222222222222,3,3,3,3,3,"Female","About once/month","Low"
320,NA,"2025/9/29 19:54",19,1,2,4,3,3,3,4,3,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,TRUE,TRUE,TRUE,4,4,3.55555555555556,4,4,4,4,4,"Female","Less than once/month","Low"
321,NA,"2025/9/29 19:58",23,2,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,TRUE,TRUE,TRUE,3,3,3,3,3,3,3,3,"Male","About once/week","High"
322,NA,"2025/9/29 21:12",23,2,3,2,5,5,5,4,4,5,5,1,3,5,5,5,5,5,5,3,5,5,5,5,5,2,TRUE,TRUE,TRUE,5,3,4.55555555555556,5,5,4.33333333333333,5,4.83333333333333,"Male","About once/month","Low"
323,NA,"2025/9/29 21:47",20,1,1,4,5,4,5,5,4,5,3,2,4,4,4,4,3,1,4,4,3,3,1,4,4,2,TRUE,TRUE,TRUE,4,2,4.11111111111111,4,2.66666666666667,3.33333333333333,3,3.25,"Female","Never","Low"
324,NA,"[not completed]",21,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,"Female","About once/week","High"
NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,NA,NA,NA
NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,NA,NA,NA
NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,NA,NA,NA
NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,NA,NA,NA
NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,NA,NA,NA
NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,NA,NA,NA
NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,NA,NA,NA
NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,NA,NA,NA
NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,NA,NA,NA
NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,NA,NA,NA
NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,NA,NA,NA
NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,NA,NA,NA
NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3.88888888888889,3.33333333333333,4,4,3,3.58333333333333,NA,NA,NA
