"record_id","redcap_survey_identifier","surveysession1_timestamp","age","gender","chatbot_frequency","mental_effort","g1_construct_answer","g2_understand_topic","g3_selfexplain","g4_trust","g5_prompt_selfexplain","g6_mechanisms_case","g7_recommend","g8_boring","g9_person","arcs1","arcs2","arcs3","arcs4","arcs5","arcs6","arcs7","arcs8","arcs9","arcs10","arcs11","arcs12","surveysession1_complete","demo_complete","scales_complete","fully_complete","g8_boring_rev","g9_person_rev","chatbot_eval_score","arcs_attention_score","arcs_relevance_score","arcs_confidence_score","arcs_satisfaction_score","arcs_total_score","gender_label","frequency_label","usage_high_low"
411,NA,"2025/11/5 17:41",18,1,4,6,4,3,4,4,4,4,4,2,1,2,2,1,4,4,4,4,3,2,4,4,2,2,TRUE,TRUE,TRUE,4,5,4,1.66666666666667,4,3,3.33333333333333,3,"Female","About once/week","High"
412,NA,"2025/11/5 17:42",17,2,4,6,1,1,1,2,2,2,1,4,3,1,1,1,2,1,1,1,1,1,1,1,1,2,TRUE,TRUE,TRUE,2,3,1.66666666666667,1,1.33333333333333,1,1,1.08333333333333,"Male","About once/week","High"
413,NA,"2025/11/5 17:42",19,2,5,6,2,1,1,2,5,4,2,4,5,1,3,3,3,4,3,2,3,3,3,3,2,2,TRUE,TRUE,TRUE,2,1,2.22222222222222,2.33333333333333,3.33333333333333,2.66666666666667,2.66666666666667,2.75,"Male","Multiple times/week","High"
414,NA,"2025/11/5 17:43",18,1,5,5,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,TRUE,TRUE,TRUE,5,2,3.88888888888889,4,4,4,4,4,"Female","Multiple times/week","High"
415,NA,"2025/11/5 17:46",18,2,3,7,4,4,5,4,5,4,5,1,3,5,4,4,4,4,3,4,3,4,4,4,4,2,TRUE,TRUE,TRUE,5,3,4.33333333333333,4.33333333333333,3.66666666666667,3.66666666666667,4,3.91666666666667,"Male","About once/month","Low"
416,NA,"2025/11/5 17:47",18,1,5,6,2,4,4,5,5,5,3,1,2,4,4,3,4,5,5,5,5,4,4,4,4,2,TRUE,TRUE,TRUE,5,4,4.11111111111111,3.66666666666667,4.66666666666667,4.66666666666667,4,4.25,"Female","Multiple times/week","High"
417,NA,"2025/11/5 17:46",18,1,2,6,4,3,4,3,4,3,4,3,3,4,4,3,4,3,3,4,4,4,3,3,4,2,TRUE,TRUE,TRUE,3,3,3.44444444444444,3.66666666666667,3.33333333333333,4,3.33333333333333,3.58333333333333,"Female","Less than once/month","Low"
418,NA,"2025/11/5 17:48",17,1,1,5,4,3,4,5,4,4,4,1,4,3,4,3,5,5,5,4,3,3,3,3,3,2,TRUE,TRUE,TRUE,5,2,3.88888888888889,3.33333333333333,5,3.33333333333333,3,3.66666666666667,"Female","Never","Low"
419,NA,"2025/11/5 17:47",20,1,6,7,3,4,4,4,4,4,3,2,4,4,4,4,3,3,4,4,4,4,4,4,4,2,TRUE,TRUE,TRUE,4,2,3.55555555555556,4,3.33333333333333,4,4,3.83333333333333,"Female","Daily","High"
420,NA,"2025/11/5 17:47",18,1,3,6,4,4,4,4,4,4,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,TRUE,TRUE,TRUE,4,2,3.88888888888889,4,4,4,4,4,"Female","About once/month","Low"
421,NA,"2025/11/5 18:25",17,1,6,6,4,3,4,4,2,4,3,3,4,2,3,2,1,4,3,3,3,3,2,3,2,2,TRUE,TRUE,TRUE,3,2,3.22222222222222,2.33333333333333,2.66666666666667,3,2.33333333333333,2.58333333333333,"Female","Daily","High"
422,NA,"2025/11/5 18:25",19,2,3,6,3,4,4,2,4,4,4,3,2,3,4,2,4,4,2,4,5,4,2,4,4,2,TRUE,TRUE,TRUE,3,4,3.55555555555556,3,3.33333333333333,4.33333333333333,3.33333333333333,3.5,"Male","About once/month","Low"
423,NA,"2025/11/5 18:26",18,1,1,3,2,2,4,3,4,4,4,2,2,4,4,4,4,3,4,3,4,3,4,4,4,2,TRUE,TRUE,TRUE,4,4,3.44444444444444,4,3.66666666666667,3.33333333333333,4,3.75,"Female","Never","Low"
424,NA,"2025/11/5 18:28",20,1,6,3,4,3,5,2,4,4,3,3,5,4,3,3,4,4,3,4,3,3,3,3,3,2,TRUE,TRUE,TRUE,3,1,3.22222222222222,3.33333333333333,3.66666666666667,3.33333333333333,3,3.33333333333333,"Female","Daily","High"
425,NA,"2025/11/5 18:26",19,1,6,3,4,3,4,4,4,4,3,2,2,4,3,3,4,4,4,3,4,2,3,4,4,2,TRUE,TRUE,TRUE,4,4,3.77777777777778,3.33333333333333,4,3,3.66666666666667,3.5,"Female","Daily","High"
426,NA,"2025/11/5 18:26",19,1,6,3,4,4,4,4,3,3,3,4,2,2,2,2,4,3,3,3,3,3,3,2,2,2,TRUE,TRUE,TRUE,2,4,3.44444444444444,2,3.33333333333333,3,2.33333333333333,2.66666666666667,"Female","Daily","High"
427,NA,"2025/11/5 18:26",20,1,3,3,1,4,1,2,1,2,2,3,3,1,2,3,3,3,3,3,2,3,1,1,1,2,TRUE,TRUE,TRUE,3,3,2.11111111111111,2,3,2.66666666666667,1,2.16666666666667,"Female","About once/month","Low"
428,NA,"[not completed]",18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,NA,NA,3.22222222222222,3,3.33333333333333,3,3,3.08333333333333,"Male","Never","Low"
429,NA,"[not completed]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,3.22222222222222,3,3.33333333333333,3,3,3.08333333333333,NA,NA,NA
